GT	Pred	Corrected	Prob	WRR_Correct	Post_WRR_Correct
బీహారురాష్ట్రమునకు	బీహారురాష్ట్రమునకు	బీహారురాష్ట్రమునకు	0.9581	1	1
చిల్లరనాయకుల	చిల్లరనాయకుల	చిల్లరనాయకుల	0.9638	1	1
ధారణయందు	ధారణయందు	ధారణయందు	0.9945	1	1
మహర్షి	మహర్షి	మహర్షి	0.9866	1	1
కొంచెం	కొంచెం	కొంచెం	0.9998	1	1
తత్త్వములోకి	తత్త్వములోకి	తత్త్వములోకి	0.9607	1	1
దంపతుల	దంపతుల	దంపతుల	0.9698	1	1
ఒకకప్పు	ఒకకప్పు	ఒకకప్పు	0.9951	1	1
సంధిషరతుల	సంధిషరతుల	సంధిషరతుల	0.9837	1	1
అర్ధమున్నూ,	అర్థమున్నూ,	అర్థమున్నూ,	0.9974	0	0
డచటి	డచటి	డచటి	0.9987	1	1
గారి	గారి	గారి	0.9992	1	1
39	39	39	0.9371	1	1
లేస్తున్నాయిట	లేస్తున్నాయిట	లేస్తున్నాయిట	0.9662	1	1
కజాలాభిరామ	కజాలాభిరామ	కజాలాభిరామ	0.9779	1	1
దారి	దారి	దారి	0.9995	1	1
శబ్దములు	శబ్దములు	శబ్దములు	0.9560	1	1
చెప్పెడివారు.	చెప్పెడివారు.	చెప్పెడివారు.	0.9886	1	1
నెయ్యి	నెయ్యి	నెయ్యి	0.9980	1	1
నైనను	నైనను	నైనను	0.9369	1	1
వాళ్ళు	వాళ్ళు	వాళ్ళు	0.9737	1	1
ఆ	ఆ	ఆ	0.9992	1	1
సిలబస్	సిలబస్	సిలబస్	0.9991	1	1
దెబ్బ	దెబ్బ	దెబ్బ	0.9991	1	1
అన్నాడు.	అన్నాడు.	అన్నాడు.	0.9455	1	1
ఉంటాయి	ఉంటాయి	ఉంటాయి	0.9563	1	1
ఫ్యాక్టరీ	ఫ్యాక్షరీ	ఫ్యాక్షరీ	0.9652	0	0
గజ్జెలు	గజ్జెలు	గజ్జెలు	0.9578	1	1
పైకి	పైకి	పైకి	0.9992	1	1
నిశ్చేష్ట	నిశ్చేష్ట	నిశ్చేష్ట	0.9996	1	1
(Gallstones),	(Gallstones),	(Gallstones),	0.9785	1	1
యవస్థ	యవస్థ	యవస్థ	0.9991	1	1
బలాత్కారముగ	బలాత్రారముగ	బలాత్రారముగ	0.8930	0	0
చిరునవ్వులు,	చిరునవ్వులు,	చిరునవ్వులు,	0.9992	1	1
ఆ	ఆ	ఆ	0.9959	1	1
వయస్సు	వయస్సు	వయస్సు	0.9979	1	1
లత	లత	లత	0.9987	1	1
శాస్త్రిగారు	శాస్త్రిగారు	శాస్త్రిగారు	0.9667	1	1
''ను	ిను	ిను	0.8291	0	0
ఒక	ఒక	ఒక	0.9992	1	1
కనుపాప	కనుపావ	కనుపావ	0.9510	0	0
''నాయబ్ గ''	"నాయబ్గ"	"నాయబ్గ"	0.9980	0	0
కాశింబజారు	కాశింబజూరు	కాశింబజూరు	0.9221	0	0
జీవించినట్లు	జీవించినట్లు	జీవించినట్లు	0.9865	1	1
'నీలో	'నీలో	'నీలో	0.9954	1	1
తగుల్తుందిట.	తగుల్తుందిట.	తగుల్తుందిట.	0.9669	1	1
నాలుగుజిల్లాలను	నాలుగుజిల్లాలను	నాలుగుజిల్లాలను	0.9717	1	1
సమన్వయించుకోవాలో	సమన్వయించుకోవాలో	సమన్వయించుకోవాలో	0.9780	1	1
శాస్త్రిగా	శాస్త్రిగా	శాస్త్రిగా	0.9080	1	1
యింటికి	యింటికి	యింటికి	0.9769	1	1
వినియోగం	వినియోగం	వినియోగం	0.9702	1	1
మేమియు	మేమియు	మేమియు	0.9818	1	1
ఆంగ్ల	ఆంగ్ల	ఆంగ్ల	0.9799	1	1
వాడు	వాడు	వాడు	0.9997	1	1
ఆర్మీలియన్	ఆర్మినియన్	ఆర్మినియన్	0.9887	0	0
చెప్పినట్లుచేస్తే	చెప్పినట్లుచేస్తే	చెప్పినట్లుచేస్తే	0.9935	1	1
మహానుభావుడు	మహానుభావుడు	మహానుభావుడు	0.9994	1	1
రాజ్యమున	రాజ్యమున	రాజ్యమున	0.9462	1	1
చెప్పాలమ్మా ;	చెప్చాలమ్మా!	చెప్చాలమ్మా!	0.9594	0	0
వాలెను.	వాలెను.	వాలెను.	0.9934	1	1
వలన	వలన	వలన	0.9993	1	1
మిక్కిలిగ	మిక్కిలిగ	మిక్కిలిగ	0.9679	1	1
ఏకతానత	ఏకతానత	ఏకతానత	0.9998	1	1
గణపతితో	గణపతితో	గణపతితో	0.9969	1	1
డ్రిల్లు	డ్రిల్లు	డ్రిల్లు	0.9763	1	1
ఎట్లా	ఎట్లా	ఎట్లా	0.9975	1	1
పెట్టినట్లుగా	పెట్టినట్లుగా	పెట్టినట్లుగా	0.9739	1	1
వంట	వంట	వంట	0.9995	1	1
ఆకారంగాని	ఆకారంగాని	ఆకారంగాని	0.9992	1	1
లేదు.	లేదు.	లేదు.	0.9986	1	1
రెండవ	రెండవ	రెండవ	0.9208	1	1
కలహించుట	కలహించుట	కల్పించుట	0.8661	1	0
సుబ్రహ్మణ్యేశ్వర	సుబ్రహ్మణ్యోశ్వర	సుబ్రహ్మణ్యోశ్వర	0.9560	0	0
శూన్యం	శూన్యం	శూన్యం	0.9994	1	1
తోలుకుంటూ	తోలుకుంటూ	తోలుకుంటూ	0.9798	1	1
కాలపరిస్థి	కాలపరిస్థి	కాలపరిస్థి	0.9282	1	1
సుబేదార్లయిరి.	సుబేదార్లయిరి.	సుబేదార్లయిరి.	0.9638	1	1
లోపల	లోపల	లోపల	0.9998	1	1
చేస్తో	చేస్తో!	చేస్తో!	0.9102	0	0
ఆ	ఆ	ఆ	0.9989	1	1
హృదయులై	హృదయులై	హృదయులై	0.9730	1	1
వానిని	వానిని	వానిని	0.9059	1	1
యిచ్చి,	యిచ్చి,	యిచ్చి,	0.9988	1	1
నీకిక్కడ	నీకిక్కడ	నీకిక్కడ	0.9999	1	1
మృత్యువున	మృత్యువున	మృత్యువున	0.9930	1	1
వారి	నావి	నావి	0.5175	0	0
జారీ	జరీ	జరీ	0.9304	0	0
వానిని	వానిని	వానిని	0.9966	1	1
యిట్టి	యిటి	యిది	0.8262	0	0
తల్లికి	తల్లికి	తల్లికి	0.9660	1	1
అన్నేడమ్మా	అన్నేడమ్మా	అన్నేడమ్మా	0.9994	1	1
మంచిది	మంచిది.	మంచిది.	0.9863	0	0
ఊరికే	ఊరికే	ఊరికే	0.9981	1	1
కాపాడతాడు''	కాపాడతాడు"	కాపాడతాడు"	0.9479	0	0
పాండురంగ	పాండురంగ	పాండురంగ	0.9994	1	1
మైతినే	మైతినే	మైతినే	0.9415	1	1
జారి	జారి	జారి	0.9920	1	1
మింతటింటె	మింతటింటె	మింతటింటె	0.9859	1	1
ప్రమయ	ప్రమయ	ప్రమయ	0.9439	1	1
ఈ	ఈ	ఈ	0.9999	1	1
చిన్న	చిన్న	చిన్న	0.9998	1	1
సంగమనాయకుని	సంగమనాయకుని	సంగమనాయకుని	0.9984	1	1
వెళ్ళారు.	వెళ్ళారు.	వెళ్ళారు.	0.9924	1	1
రాసినా,	రాసినా,	రాసినా,	0.9955	1	1
వ్యాయామము	వ్యాయామము	వ్యాయామము	0.9527	1	1
నీ	నీ	నీ	0.9992	1	1
ఊహించు.	ఊహించు.	ఊహించు.	0.9786	1	1
పురుషులు,	పురుషులు,	పురుషులు,	0.9634	1	1
దేవ్యాపరాధస్తోత్రము,	దేవ్యాపరాధస్తోత్రము,	దేవ్యాపరాధస్తోత్రము,	0.9954	1	1
వానిని	వానిని	వానిని	0.9502	1	1
ఒక	ఒక	ఒక	0.9979	1	1
ఇంటికి	ఇంటికి	ఇంటికి	0.9995	1	1
''సమాధి''	"సమాధి"	"సమాధి"	0.9978	0	0
రచనలలో	రచనలలో	రచనలలో	0.9987	1	1
గొనుచు	గొనుచు	గొనుచు	0.9653	1	1
ఆలీవర్దీఖాన్	ఆలివర్దీఖాన్	ఆలివర్దీఖాన్	0.8866	0	0
మధ్యా	మధ్యా	మధ్యా	0.9998	1	1
పిమ్మట	పిమ్మట	పిమ్మట	0.9953	1	1
వస్తుంది.	వస్తుంది.	వస్తుంది.	0.9995	1	1
డైరెక్టర్లకు	డైరెక్టర్లకు	డైరెక్టర్లకు	0.9902	1	1
కాలుద్రవ్వుట	కాలుద్రవ్వుట	కాలుద్రవ్వుట	0.9973	1	1
ఉన్న	ఉన్న	ఉన్న	0.9747	1	1
ధ్యానమనేటువంటి	ధ్యానమనేటువంటి	ధ్యానమనేటువంటి	0.9900	1	1
తన	తన	తన	0.9992	1	1
3.	3.	3.	0.7068	1	1
నేనే	నేనే	నేనే	0.9916	1	1
ప్రశాంతముగ	ప్రశాంతముగ	ప్రశాంతముగ	0.9602	1	1
హుకుం	హకుం	హకుం	0.9732	0	0
రిక్షాలాగువాఁడు.	రిక్షాలాగువాఁడు.	రిక్షాలాగువాఁడు.	0.9762	1	1
తులు	తులు	తులు	0.9704	1	1
తులదూగు	తులదూగు	తులదూగు	0.9822	1	1
ఝమ్ క	ఝమ్క	ఝమ్క	0.8473	0	0
గలిగెను.	గలిగెను.	గలిగెను.	0.9968	1	1
విద్యాబుద్ధులు	విద్యాబుద్ధలు	విద్యాబుద్ధలు	0.9835	0	0
దేశమునకు	దేశమునకు	దేశమునకు	0.9764	1	1
....పా-పా-యీ:	..ాపాయా.	..ాపాయా.	0.7541	0	0
నీ	నీ	నీ	0.9988	1	1
తెలియదు	తెలియదు	తెలియదు	0.9883	1	1
అక్షర	అక్షర	అక్షర	0.9990	1	1
గడియారాన్ని	గడియారాన్ని	గడియారాన్ని	0.9891	1	1
వస్తువుకన్న	వస్తువుకన్న	వస్తువుకన్న	0.9844	1	1
కాడు.	కాడు.	కాడు.	0.9919	1	1
పరిపూర్ణంగా	పరిపూర్ణంగా	పరిపూర్ణంగా	0.9603	1	1
బెదరించి,	బెదరించి,	బెదరించి,	0.9931	1	1
సంభాషణలు	సంభాషణలు	సంభాషణలు	0.9971	1	1
శాస్త్రిగారు.	శాస్త్రిగారు.	శాస్త్రిగారు.	0.9595	1	1
జాలిగా	జాలిగా	జాలిగా	0.9982	1	1
కాఫీ,	కాఫీ.	కాఫీ.	0.9017	0	0
ఏది	ఏది	ఏది	0.9984	1	1
జఘనాయ	జఘనాయ	జఘనాయ	0.9997	1	1
వెళ్ళేటప్పటికి	వెళ్ళేటప్పటికి	వెళ్ళేటప్పటికి	0.9895	1	1
మేనేజింగ్	మేనెజింగ్	మేనెజింగ్	0.9473	0	0
పచ్చగాదురంఘ్రియుగంబు''	పచ్తాదురంస్రియుగంబు"	పచ్తాదురంస్రియుగంబు"	0.8986	0	0
ప్రతిష్ఠలముగ	ప్రతిలముగ	ప్రతిఫలము	0.8988	0	0
కాని	కాని	కాని	0.8761	1	1
దేహం	దేహం	దేహం	0.9998	1	1
శాం	శాం	శాం	0.9988	1	1
వారిని	నారిని	నారిని	0.9501	0	0
హరిహరరాయలు	హరిహరరాయలు	హరిహరరాయలు	0.9981	1	1
ఏముంటుంది?	ఏముంటుంది?	ఏముంటుంది?	0.9965	1	1
పేవాఙప్పళము	వేవాజప్పళము	వేవాజప్పళము	0.9631	0	0
